cv_monthly_net,net_operating_ratio,txn_frequency_trend,max_zero_day_streak_90d,recurring_revenue_ratio,months_runway,supplier_hhi,velocity_90_180,txn_count_90d,txn_count_180d,mean_txn_amount,median_txn_amount,std_txn_amount,total_inflow,total_outflow,active_days_ratio,google_sentiment_mean,google_sentiment_trend,google_review_velocity,trustpilot_90d_count,trustpilot_rating_mean,headcount_growth_rate,headcount_latest,local_vacancy_rate,local_vacancy_trend,num_officers,num_shareholders,share_capital,mortgages_count,charges_count,company_id,feature_date
0.2597829178323576,0.8280701918161814,0.0002115133782211919,1,0.16314953963915207,-2.0979827216798332,0.032076256690243936,1.5656766799764144,308,476,1350.9695847287342,1005.97,1111.9766869037867,913649.59,1103348.0,0.9339449541284404,-0.08394850242315216,0.03785840007427904,0.6666666666666666,1.0,3.142857142857143,0.0017887856897145094,6,,,3,3,2655.19,0,2,SME-00001,2023-06-30
0.29803166395187025,0.7240789805716759,0.015368165714468092,1,0.16322238963066346,-4.292563262174187,0.031021647643585625,0.7405978432327326,341,537,1350.643395618557,1066.35,1083.8239207647134,880361.82,1215836.73,0.9376146788990826,0.6340080376847194,0.01854181924519733,1.3333333333333333,,,0.005999653866123124,18,,,1,2,3634.38,0,1,SME-00002,2023-06-30
0.18067045452220673,0.6830857386513198,0.004905929983329383,2,0.1986269530110222,-4.991408932762212,0.03131001560306568,0.23543914424609683,121,278,1886.466,1445.48,1552.2091258327632,597190.05,874253.4299999999,0.7688073394495413,0.1673729439151855,0.058889596865253295,0.6666666666666666,2.0,3.1818181818181817,-0.004458204334365306,5,,,1,6,413.03,0,1,SME-00003,2023-06-30
0.14489022853360098,0.6887411044932501,-0.005698389195495082,3,0.1792361282500268,-4.720515503726334,0.0352090700294174,0.939741249893156,130,269,1808.9102898550725,1414.67,1430.8778932399061,610858.04,886919.6799999999,0.7867647058823529,0.39771888894288077,-0.004596723253327474,1.6666666666666667,0.0,2.5,-0.0019553527782303843,7,,,2,2,8468.98,0,1,SME-00004,2023-06-30
0.1613393731548722,0.7089725317627799,0.0009710390748645878,1,0.27248673107296356,-5.080373642198687,0.04579368813941931,0.16768915890379568,237,484,679.4841140529531,506.18,657.0679540169119,415218.2,585661.9,0.9412844036697248,0.4251113887948962,-0.03292913447022436,0.0,0.0,3.5,0.009425185682258384,13,,,1,4,1005.91,0,0,SME-00005,2023-06-30
0.4649116690620874,0.654984449758511,0.004461682707690667,0,0.19783566338384234,-5.22936353025202,0.02978978097577009,1.1824905915874406,488,879,559.6602628736047,355.62,675.1577969352282,615088.24,939088.31,0.9926605504587156,-0.09160846339830926,-0.00331954046241296,0.0,,,0.0005866058334691441,11,,,1,1,121.9,0,0,SME-00006,2023-06-30
0.38624726217064537,0.7198053436625725,-0.00014072614691805496,2,0.20226357137627732,-3.4844416562228915,0.029820656384204048,2.7453052290929008,361,521,1351.3419128787878,1039.455,1190.5434853938923,895893.11,1244632.48,0.9027522935779817,-0.38711869789394837,0.07857970557101636,0.3333333333333333,,,0.002885569148456533,12,,,1,2,20.51,0,1,SME-00007,2023-06-30
0.16302126214488105,0.7068088200789491,-0.007687006194110908,1,0.3108888391502603,-4.292575182756694,0.0506887062707716,1.3195366958745134,222,455,664.8001535240753,503.92,609.2791523551984,394506.69999999995,558151.9199999999,0.9394495412844037,0.31572605440287416,-0.02788059415624941,0.3333333333333333,,,-0.009868421052631585,3,,,2,4,6938.71,0,0,SME-00008,2023-06-30
0.13721052640633674,0.7892694023329937,-0.0034001558404759915,3,0.25408626640234344,-3.0242071562066286,0.0490848534594568,0.3602640724384592,240,482,694.762207267833,528.5799999999999,625.6783685062745,455412.06,577004.5800000001,0.9376146788990826,0.06459635447142303,0.007617768362788927,1.0,,,0.005559196402341205,8,,,1,5,377.77,0,2,SME-00009,2023-06-30
0.38786997635344894,0.6421060152468812,0.001979721162660454,0,0.17035127969659147,-5.552234886648184,0.030989939125275326,1.2123679362673445,794,1342,270.72041684572406,206.67000000000002,226.80655165849691,492666.39,767266.4299999999,1.0,0.21240723758766172,-0.009666435746853495,1.3333333333333333,2.0,3.125,-0.0001803480717785076,6,,,1,2,1979.81,0,1,SME-00010,2023-06-30
0.1969391702844681,0.7263809469017302,0.006530462562677655,1,0.1725040518688954,-4.036439642919685,0.026163538630866737,1.2317353580120616,216,433,580.553257403189,447.59,460.5328043937152,321703.4,442885.24,0.9356617647058824,-0.3888723047443328,0.09890934943281023,0.6666666666666666,2.0,3.0,0.005147525084859598,5,,,2,6,5200.61,0,0,SME-00011,2023-06-30
0.335216121690391,0.735010608903894,0.0004953560371517149,1,0.23420633858036038,-4.1498328260168,0.02932633244606763,0.7354456995658154,315,482,1354.7400866666667,1036.2649999999999,1214.5246174584527,860872.26,1171237.8699999999,0.8988970588235294,0.6824794402786116,-0.03372628955392027,1.3333333333333333,1.0,3.0,0.0066342326404246,4,,,1,2,1313.39,2,0,SME-00012,2023-06-30
0.3178385870640808,0.676289229508991,0.001818365491463765,1,0.17158374217766778,-4.717568002810832,0.030592779469035002,1.588670301246475,322,504,1322.554472168906,1033.99,1158.5600403954807,833980.82,1233171.8199999998,0.9412844036697248,0.04472475755185309,0.028268044689040577,0.6666666666666666,1.0,3.75,-0.0016231326460067743,12,,,1,5,3064.19,0,1,SME-00013,2023-06-30
0.1922050834358034,0.8031184808147354,-0.00485157530504461,2,0.1876708573472109,-2.3457181472978617,0.03302719875261269,2.833334703600858,143,289,1806.302894117647,1418.08,1399.473985051912,683856.31,851501.1499999999,0.7779816513761468,-0.11715430863182416,0.035997235407072906,0.3333333333333333,,,0.0012383900928792705,2,,,3,4,626.76,0,0,SME-00014,2023-06-30
0.13684407117104624,0.6673062003615331,0.0037616462164471753,2,0.14551633513784687,-5.119667646961671,0.031851152767479365,1.1696080197562246,204,440,596.7101954652072,437.83,652.6267027062048,305452.58,457739.76,0.8917431192660551,0.13645581618363206,-0.050519720954665386,1.3333333333333333,0.0,4.166666666666667,-0.007599211933577247,2,,,3,2,4270.18,0,0,SME-00015,2023-06-30
0.41842238304677154,0.7382645210505568,0.012570346346896428,0,0.23186263485961567,-3.8491133563842146,0.031790530593261104,-15.83003648858447,468,902,423.70561331220284,334.51,379.2820908564179,567753.36,769037.85,1.0,0.4641601512605441,-0.03761438071445866,1.0,0.0,3.142857142857143,-0.009006473402758185,7,,,1,1,27832.3,0,0,SME-00016,2023-06-30
0.42987573127056133,0.7557906616298369,0.007473318105486006,1,0.20468318841167676,-3.4490431269185544,0.02991093221534369,1.611396491215991,441,894,426.1540392030848,335.59000000000003,342.8604842040696,570867.06,755324.3099999999,0.9963302752293578,0.566631520069283,0.010649157396347168,0.6666666666666666,0.0,3.125,-0.007984005242428883,22,,,1,2,932.63,0,0,SME-00017,2023-06-30
0.36125497936496004,0.7196212146097286,0.007481059605448084,0,0.1739462817623493,-4.004380069380953,0.02709308107531397,1.8557034529238803,824,1410,270.4611369453925,209.33499999999998,226.06968387155814,530595.5900000001,737326.22,1.0,0.3553829286406208,-0.05769054614229028,1.0,0.0,3.375,-0.010346043813927955,8,,,1,4,24356.27,2,0,SME-00018,2023-06-30
0.11817815732456947,0.7617801259798562,0.004033830220849062,1,0.30441899134773587,-3.2302157430783547,0.04805302954257921,1.176409757147205,243,492,695.2877739959156,548.03,576.9740770783816,441635.85000000003,579741.89,0.926605504587156,0.21482277293826701,0.04709512454553258,0.3333333333333333,,,0.0016390457111637403,13,,,1,2,7778.35,0,1,SME-00019,2023-06-30
0.16724433564399588,0.6675624343525622,0.0036584894560788258,2,0.2708989450246199,-4.656708730094724,0.045508920567453495,2.0011734735942683,224,483,710.1755686546463,551.99,611.9323382017948,409959.33,614113.8400000001,0.9247706422018349,0.5575479159812485,0.044077012935023835,0.3333333333333333,4.0,2.8333333333333335,-0.00650971918324358,74,,,1,1,921.39,0,0,SME-00020,2023-06-30
0.145812610727693,0.7121906684104353,-0.006499317100739379,3,0.1556521283924285,-4.369491558903179,0.027660910843973686,1.8801714750874818,193,394,530.2158526821457,414.56,418.1951540519444,275460.48,386779.12,0.908256880733945,0.4867524998667377,0.01647625787362831,1.6666666666666667,0.0,2.9,-0.0032434026242075613,3,,,1,1,202.35,0,0,SME-00021,2023-06-30
0.15480428141612992,0.7832051464644105,0.0033360712706135406,1,0.2927889366402024,-2.9530388673904358,0.05439662536916831,0.7909113159416901,251,500,693.3993333333334,532.59,598.4316906008709,447687.51,571609.51,0.9284403669724771,0.333194867986156,-0.07472618127606269,1.0,,,0.008943928448572443,3,,,2,4,1807.4,0,0,SME-00022,2023-06-30
0.4290331542753026,0.7173627643415561,0.02069453286708496,1,0.18856331995918524,-4.521956561482249,0.03239628260966713,0.9403059946967771,435,877,516.7389701442469,345.39,582.6450225056852,643442.85,896956.02,0.9908256880733946,0.7070360288869403,-0.009623972261991739,0.6666666666666666,,,-0.008327105796946704,1,,,2,1,11622.47,0,0,SME-00023,2023-06-30
0.2189172851953341,0.719002972979686,-0.00425951757221104,1,0.2786021757520647,-4.2344537868463155,0.04784053330301418,2.8593251970234475,213,432,686.5053846153846,530.72,628.555074547012,391949.99,545129.8600000001,0.9247706422018349,0.22682919336699706,0.004249504465788736,0.6666666666666666,0.0,2.5,-0.005183958528331754,11,,,1,1,35448.72,0,0,SME-00024,2023-06-30
0.39888195823209466,0.693243051898507,0.011039330138294598,0,0.19933148867885683,-4.448740583774523,0.030024147865180994,1.7568961517021011,466,933,418.0033954644299,332.57,325.5434781454186,550892.69,794660.24,0.998165137614679,0.26231748856514153,-0.018704222007221705,0.6666666666666666,1.0,2.8181818181818183,-0.017146939747558935,2,,,1,4,5810.42,0,0,SME-00025,2023-06-30
0.3108896817961223,0.7812441406989431,0.0042943287986025825,2,0.15095536677197574,-3.289329895948006,0.03147067023974516,-4.671548169082003,194,384,737.6242426926484,473.15,886.9151562198194,365251.87,467525.89999999997,0.8587155963302753,0.3880064683091598,0.011841386482162743,1.0,0.0,2.8,0.0004966805185344898,22,,,2,1,771.37,0,3,SME-00026,2023-06-30
0.48019233616380513,0.7363750356837364,0.004596918362135034,0,0.20213759602183093,-3.9976028866997897,0.03811230559239148,4.644708967561711,338,477,1651.5217800289436,1101.5300000000002,2083.2981477510707,967938.74,1314464.36,0.9045871559633027,0.4878773510120018,0.04355718575391122,0.0,1.0,3.25,-0.024981317390840148,1,,,1,1,17985.93,0,1,SME-00027,2023-06-30
0.46049925691562615,0.736664630637239,0.009029680399181918,1,0.19165544903673812,-3.9844516721839756,0.030410924048027612,1.5584854548483134,459,859,428.1006136145733,324.49,375.1992875849139,568205.29,771321.53,0.9944954128440368,0.19213655488469492,0.021833920458626,0.6666666666666666,1.0,3.066666666666667,-0.006444683136412432,3,,,1,4,14296.09,0,0,SME-00028,2023-06-30
0.4217389235846045,0.677757725969053,0.008837055517148112,0,0.17779583827638537,-4.8457287428102935,0.029045896013968675,1.041863204029194,459,900,414.72783275916066,319.96,348.554522093647,534942.78,789283.19,1.0,-0.06681546477207856,-0.10745106420436995,1.0,2.0,3.4,-0.0020639834881320596,19,,,2,5,1179.9,0,0,SME-00029,2023-06-30
0.14681994960503694,0.733354130770591,-0.001915555910288113,2,0.27904210978708077,-3.763471903109967,0.04399463870042978,1.0819239823605478,234,466,695.1791723202172,534.505,604.5079012030906,433531.51999999996,591162.5800000001,0.944954128440367,0.6574964934941467,-0.032317101010032184,0.6666666666666666,2.0,3.2,0.007843137254901978,3,,,1,5,68714.36,0,0,SME-00030,2023-06-30
0.29144232092245753,0.6792779009327807,0.006659716248518435,1,0.1821231755080004,-4.6313716127731945,0.028744918227520334,0.8737280114471677,336,532,1283.3823303457107,1012.365,1015.041037997687,810890.1000000001,1193753.1,0.9229357798165138,0.32135904641103696,0.022966187184979107,0.3333333333333333,,,-0.002857823291259778,5,,,1,6,3756.28,1,0,SME-00031,2023-06-30
0.6022294885714855,0.6003241995243792,0.003612533804200665,0,0.19362064619069702,-6.563864653525195,0.030265960379444203,0.6638895448519038,451,749,560.2830134496546,347.7,664.2337900098179,578197.12,963141.45,0.9871559633027523,0.07864733615884553,0.1047330592165799,0.6666666666666666,1.0,3.2,-0.002600619195046443,6,,,4,2,2004.72,2,0,SME-00032,2023-06-30
0.35922215237153166,0.710319803558659,0.0020950809578198695,0,0.16260108338402054,-4.299542436731826,0.029816703317809938,1.1112164912233116,795,1380,265.5581274214378,204.435,221.2519164661829,512407.41000000003,721375.6499999999,1.001834862385321,0.04353761420822236,-0.0008310194346038486,1.0,1.0,3.4615384615384617,0.007553531194787113,31,,,1,4,2232.53,0,0,SME-00033,2023-06-30
